# Loss-of-exclusivity dates outside the US, as each filer states them in its own FY2025
# annual report (10-K or 20-F), one row per product per market.
#
# The US date comes from the Orange and Purple Books and the filer's US table
# (disclosed_loe.csv). Outside the US there is no book, and the filer's patent table is
# the only free statement of when a market opens: Merck prints Keytruda's EU, Japan and
# China dates beside the US one, BMS its estimated minimum market exclusivity by
# region. regional_loe.py applies each date to the share of the product's sales the
# filer reports in that region.
#
# Read off the filing, never estimated. Every row carries the accession and a verbatim
# quote (table cells joined by " | ", separate passages by " ... "), checked word for
# word against the filed document. region is EU (Europe, major European markets), JP,
# CN, CA, BR, IN, or ROW where the filer names a group. loe is as precise as the filing:
# a year, a month, or a day; "expired" where it says exclusivity has gone without a
# year. The date is when the filer says exclusivity ends: its estimated minimum market
# exclusivity where it gives one, otherwise the later of the compound patent with any
# granted SPC and regulatory data protection. Pending extensions are in the note and
# not taken, except where the filer's own dates include them and it does not say which
# (Lilly, Incyte), which the note records.
ticker,brand,region,loe,basis,accession,quote,note
SNY,ALTUVIIIO,JP,2037-03,compound patent with PTE,0001628280-26-008403,ALTUVIIIO | Compound: February 2037 with PTA* (PTE* pending) | Compound: January 2035 (SPC* in process of being granted across EU countries) | Compound: March 2037 with PTE*,Table columns: United States | European Union | Japan. Japan regulatory exclusivity September 2031. Later filed patents through March 2043 (pending).
SNY,Rezurock,JP,2034-03,regulatory exclusivity,0001628280-26-008403,Rezurock | Compound : June 2034 with PTA* and PTE* | N/A | Compound : March 2031 with PTE* | Later filed patents : coverage ranging through July 2042 | Later filed patents : August 2037 and October 2038 (PTEs* granted) | Regulatory exclusivity: July 2028 | Regulatory exclusivity: March 2034,"Table columns: United States | European Union | Japan. Japan compound patent March 2031 with PTE. Later filed patents August 2037 and October 2038 with PTEs granted (not compound patents, not taken). EU entry is N/A."
SNY,Cablivi,EU,2031-05,compound patent with SPC,0001628280-26-008403,Cablivi | Compound: February 2032 with PTA* and PTE* | Compound: May 2031 with SPC* | Compound: May 2031 with PTE*,Table columns: United States | European Union | Japan. EU regulatory exclusivity Sep. 2030. Later filed patents through 2039 (pending).
SNY,Cablivi,JP,2032-09,regulatory exclusivity,0001628280-26-008403,Cablivi | Compound: February 2032 with PTA* and PTE* | Compound: May 2031 with SPC* | Compound: May 2031 with PTE* | Later filed patents: coverage ranging through 2039 | Later filed patents: coverage ranging through 2039 (pending) | Later filed patents: coverage ranging through 2039 (pending) | Regulatory exclusivity: Feb. 2031 | Regulatory exclusivity: Sep. 2030 | Regulatory exclusivity: Sep. 2032,Table columns: United States | European Union | Japan. Japan compound patent May 2031 with PTE. Later filed patents through 2039 (pending).
SNY,Xenpozyme,EU,2032-06,regulatory exclusivity,0001628280-26-008403,Xenpozyme | Use: March 2036 with PTA* and PTE* | Use: August 2030 (SPC* in process of being granted across EU countries) | Use: August 2030 (PTE* pending) | Later filed patents: coverage ranging through 2043 (pending) | Later filed patents: coverage ranging through 2043 (pending) | Later filed patents: coverage ranging through 2043 (pending) | Regulatory exclusivity: August 2034 | Regulatory exclusivity: June 2032 | Regulatory exclusivity: March 2030,"Table columns: United States | European Union | Japan. Listed patent is a use patent (not compound), August 2030, SPC in process of being granted (pending). Later filed patents through 2043 (pending)."
SNY,Xenpozyme,JP,2030-03,regulatory exclusivity,0001628280-26-008403,Xenpozyme | Use: March 2036 with PTA* and PTE* | Use: August 2030 (SPC* in process of being granted across EU countries) | Use: August 2030 (PTE* pending) | Later filed patents: coverage ranging through 2043 (pending) | Later filed patents: coverage ranging through 2043 (pending) | Later filed patents: coverage ranging through 2043 (pending) | Regulatory exclusivity: August 2034 | Regulatory exclusivity: June 2032 | Regulatory exclusivity: March 2030,"Table columns: United States | European Union | Japan. Listed patent is a use patent (not compound), August 2030, PTE pending; it runs later than the March 2030 regulatory exclusivity but is not a compound patent. Later filed patents through 2043 (pending)."
SNY,Tzield,EU,2036-01,regulatory exclusivity,0001628280-26-008403,Tzield / Teizeld | Compound : Expired | Compound : Expired | N/A | Later filed patents : coverage ranging through May 2043 (pending) | Later filed patents : coverage ranging through May 2043 (pending) | Regulatory exclusivity: November 2034 | Regulatory Exclusivity: January 2036,Table columns: United States | European Union | Japan. EU compound patent expired. Later filed patents through May 2043 (pending). Japan entry is N/A.
SNY,Aubagio,EU,expired,loss of exclusivity,0001628280-26-008403,"Sales of Aubagio were down 35.4% CER at €238 million, reflecting the loss of exclusivity in the US in March 2023 (-24.1% CER in 2025), followed by the loss of exclusivity in Europe in September 2023 (-55.9% CER in 2025).","Loss of exclusivity in Europe September 2023 (2023). Elsewhere the filing says first EU generics became available in September 2023, and generic competition in Europe since October 2023."
SNY,Jevtana Kit,EU,expired,generic competition,0001628280-26-008403,"In Europe, generic competition started for Jevtana from the end of March 2021.",Generic competition in Europe from end of March 2021 (2021).
SNY,Mozobil,EU,expired,generic competition,0001628280-26-008403,"Generic Mozobil has been available in the US since the end of 2023, and in Europe since 2024.",Generic available in Europe since 2024 (elsewhere: since early 2024).
SNY,Multaq,EU,expired,generic launched despite unexpired patents,0001628280-26-008403,"For example, notwithstanding the presence of unexpired patents, competitors launched generic versions of Allegra in the US (prior to the product being switched to over-the-counter status) and Multaq in the EU.",Filing says generics launched in the EU notwithstanding unexpired patents; it does not say the patents expired. Year not stated.
UTHR,Remodulin,EU,expired,regulatory exclusivity expired; generic competition,0001082554-26-000006,"Regulatory exclusivity for Remodulin in the United States and Europe has expired. ... Regulatory authorities in various European countries began approving generic versions of Remodulin in 2018, followed by pricing approvals and commercial launches in most of these countries in 2019 and 2020.","No expiry year stated for regulatory exclusivity. Generic approvals in various European countries from 2018, launches in most of them in 2019 and 2020; filing also says generic competition in certain European countries since 2019. Remodulin is not sold in the United Kingdom."
VRTX,Kalydeco,EU,2027,basic product patent with SPC,0000875320-26-000056,"Expiration Year of European Basic Product Patent KALYDECO 2028 1 2027 2,3 ... 3 SPC expires in 2028 in Germany; application for pediatric extension pending in France, Italy, Spain, and the U.K.","SPCs granted in France, Germany, Italy, Spain and the U.K.; SPC expires in 2028 in Germany. Pediatric extension applications pending in France, Italy, Spain and the U.K. (not taken)."
VRTX,Orkambi,EU,2030,basic product patent with SPC (lumacaftor),0000875320-26-000056,"Expiration Year of European Basic Product Patent ... ORKAMBI 2031 1 2030 2 ... 2 Expiration date reflects SPCs granted in the five major European markets (France, Germany, Italy, Spain and the U.K.).","Latest-expiring basic patent covering any active ingredient (lumacaftor). SPCs granted in France, Germany, Italy, Spain and the U.K."
VRTX,Alyftrek,EU,2039,basic product patent (vanzacaftor),0000875320-26-000056,Expiration Year of European Basic Product Patent ... ALYFTREK 2039 2039,"Latest-expiring basic patent covering any active ingredient (vanzacaftor). No SPC reflected. Patent term extensions and pediatric exclusivity are not reflected unless noted and may extend protection; later solid form, formulation, manufacturing or use patents may exist."
VRTX,Casgevy,EU,2034,regulatory exclusivity,0000875320-26-000056,"Expiration Year of European Basic Product Patent ... CASGEVY 2035 4 2034 5,6 ... 5 Expiration year reflects the expiration of regulatory exclusivity in the E.U., which expires later than the basic product patent for this product in this market.",EU regulatory exclusivity expires later than the basic product patent. Approved in Great Britain with regulatory exclusivity until November 2033. Vertex and its manufacturing partners are in patent litigation with ToolGen over the CASGEVY manufacturing process in the U.K. and the Netherlands.
VRTX,Journavx,EU,2040,basic product patent,0000875320-26-000056,Expiration Year of European Basic Product Patent ... JOURNAVX 2040 2040,"No SPC reflected. The filing states FDA approval only; no European approval is stated. Patent term extensions and pediatric exclusivity are not reflected unless noted and may extend protection; later solid form, formulation, manufacturing or use patents may exist."
